date,store_id,competitors_within_1mi,competitors_within_3mi,nearest_competitor_distance_mi,new_competitor_opened,competitor_closure,competitor_running_promotion,market_saturation_score,est_competitor_avg_price
2023-08-05,STR017,5,19,0.15,0,0,0,32.7,12.75
2023-08-06,STR017,5,17,1.41,0,0,0,25.6,15.51
2023-08-07,STR017,7,26,1.17,0,0,0,47.0,20.16
2023-08-08,STR017,8,13,0.15,0,0,0,51.3,21.23
2023-08-09,STR017,13,29,0.39,0,0,0,72.5,14.56
2023-08-10,STR017,9,20,0.81,0,0,0,55.8,17.55
2023-08-11,STR017,11,25,0.16,0,0,0,68.1,16.02
2023-08-12,STR017,7,19,0.66,0,0,0,42.7,16.99
2023-08-13,STR017,11,31,1.43,0,0,0,61.0,15.52
2023-08-14,STR017,12,27,1.24,0,0,0,73.7,15.11
2023-08-15,STR017,6,15,1.36,0,0,0,35.4,15.8
2023-08-16,STR017,13,23,0.86,0,0,0,75.4,21.04
2023-08-17,STR017,11,18,0.78,0,0,0,67.0,19.75
2023-08-18,STR017,12,31,0.62,0,0,0,65.8,20.18
2023-08-19,STR017,10,15,0.34,0,0,0,59.6,20.5
2023-08-20,STR017,9,14,1.0,0,0,0,54.6,15.06
2023-08-21,STR017,8,26,0.82,0,0,0,51.1,14.05
2023-08-22,STR017,5,18,1.44,0,0,0,33.6,18.83
2023-08-23,STR017,11,16,1.44,0,0,0,74.4,18.34
2023-08-24,STR017,9,16,1.03,0,0,0,55.4,17.38
2023-08-25,STR017,9,17,1.37,0,0,1,57.7,18.48
2023-08-26,STR017,6,22,0.93,0,0,0,37.0,18.03
2023-08-27,STR017,9,19,0.29,0,0,0,56.1,17.99
2023-08-28,STR017,9,21,1.29,0,0,1,49.3,13.37
2023-08-29,STR017,14,29,0.73,0,0,1,83.4,18.63
2023-08-30,STR017,10,24,0.14,0,0,0,55.9,16.39
2023-08-31,STR017,9,29,0.69,0,0,0,50.1,15.03
2023-09-01,STR017,15,31,0.81,0,0,0,86.4,12.37
2023-09-02,STR017,6,12,0.38,0,0,0,35.2,18.67
2023-09-03,STR017,10,28,0.14,0,0,0,61.1,8.41
2023-09-04,STR017,19,29,0.6,0,0,0,100.0,18.94
2023-09-05,STR017,14,30,1.4,0,0,0,84.5,14.13
2023-09-06,STR017,7,13,1.19,0,0,0,45.9,18.18
2023-09-07,STR017,8,20,1.46,0,0,0,47.5,17.49
2023-09-08,STR017,5,10,1.14,0,0,0,31.0,15.35
2023-09-09,STR017,8,26,0.6,0,0,0,47.1,20.41
2023-09-10,STR017,14,31,1.23,0,0,0,78.5,15.19
2023-09-11,STR017,11,18,0.76,0,0,0,68.6,15.39
2023-09-12,STR017,9,17,0.95,0,0,0,51.8,14.62
2023-09-13,STR017,9,24,1.33,0,0,0,60.1,16.56
2023-09-14,STR017,13,27,1.04,0,0,0,77.9,15.58
2023-09-15,STR017,8,27,1.44,0,0,0,46.5,19.82
2023-09-16,STR017,11,29,0.14,0,0,0,69.4,15.32
2023-09-17,STR017,13,24,1.24,0,0,0,79.1,19.14
2023-09-18,STR017,7,16,0.39,0,0,0,36.7,20.45
2023-09-19,STR017,12,26,1.26,0,0,0,74.3,15.12
2023-09-20,STR017,9,23,0.35,0,0,0,47.1,12.52
2023-09-21,STR017,11,27,0.57,0,0,1,67.0,12.9
2023-09-22,STR017,15,35,1.3,0,0,0,92.4,13.07
2023-09-23,STR017,9,17,1.27,0,0,0,68.8,13.96
2023-09-24,STR017,7,24,0.46,0,0,0,38.1,14.18
2023-09-25,STR017,13,23,1.41,0,0,0,78.5,13.44
2023-09-26,STR017,12,31,0.58,0,0,0,69.6,21.72
2023-09-27,STR017,10,27,0.73,0,0,0,69.3,14.65
2023-09-28,STR017,6,26,0.75,0,0,0,30.4,18.11
2023-09-29,STR017,12,24,0.72,0,0,0,67.3,17.07
2023-09-30,STR017,10,18,0.17,0,0,0,62.8,24.5
2023-10-01,STR017,8,20,0.71,0,0,0,47.8,15.37
2023-10-02,STR017,9,21,1.29,0,0,0,56.2,20.76
2023-10-03,STR017,15,20,0.42,0,0,0,95.2,15.29
2023-10-04,STR017,12,27,0.21,0,0,0,79.2,17.61
2023-10-05,STR017,17,27,0.21,0,0,0,91.5,18.16
2023-10-06,STR017,13,29,0.44,0,0,0,80.4,14.58
2023-10-07,STR017,5,14,0.56,0,0,0,32.3,19.69
2023-10-08,STR017,13,30,0.58,0,0,0,74.0,18.31
2023-10-09,STR017,8,22,0.72,0,0,0,54.0,19.47
2023-10-10,STR017,10,27,0.47,0,0,0,62.8,20.09
2023-10-11,STR017,8,28,0.67,0,0,0,49.8,15.43
2023-10-12,STR017,11,16,0.79,0,0,0,66.8,18.12
2023-10-13,STR017,11,28,1.11,0,0,1,74.5,14.31
2023-10-14,STR017,11,17,0.65,0,0,0,72.0,16.44
2023-10-15,STR017,17,34,0.44,0,0,1,94.9,18.1
2023-10-16,STR017,9,26,0.52,0,0,0,59.5,22.11
2023-10-17,STR017,10,17,1.36,0,0,0,64.3,20.73
2023-10-18,STR017,18,35,0.22,0,0,0,100.0,18.51
2023-10-19,STR017,10,28,0.19,0,0,0,55.9,19.97
2023-10-20,STR017,13,24,0.65,0,0,0,79.2,15.26
2023-10-21,STR017,7,15,0.85,0,0,0,43.6,15.22
2023-10-22,STR017,4,19,0.59,0,0,0,18.3,17.11
2023-10-23,STR017,7,25,1.19,0,0,1,41.1,23.98
2023-10-24,STR017,6,22,1.15,0,0,0,30.6,19.04
2023-10-25,STR017,8,23,0.92,0,0,0,56.1,19.41
2023-10-26,STR017,10,22,1.13,0,0,0,66.7,13.48
2023-10-27,STR017,12,18,0.74,0,0,0,66.0,18.09
2023-10-28,STR017,17,30,0.52,0,0,0,100.0,22.5
2023-10-29,STR017,12,32,1.23,0,0,0,66.2,15.07
2023-10-30,STR017,7,19,0.78,0,0,0,41.1,16.68
2023-10-31,STR017,10,23,0.56,0,0,0,61.7,14.99
2023-11-01,STR017,7,18,1.35,0,0,0,42.4,14.84
2023-11-02,STR017,8,22,1.31,0,0,0,51.8,14.57
2023-11-03,STR017,7,22,1.41,0,0,0,45.3,19.15
2023-11-04,STR017,16,33,0.36,0,0,0,91.8,19.47
2023-11-05,STR017,9,21,0.57,0,0,0,53.5,15.27
2023-11-06,STR017,15,20,1.18,0,0,0,80.8,20.16
2023-11-07,STR017,7,27,0.21,0,0,1,30.6,15.25
2023-11-08,STR017,18,27,0.47,0,0,0,100.0,15.45
2023-11-09,STR017,13,21,0.57,0,0,0,79.2,17.79
2023-11-10,STR017,14,32,1.45,0,0,0,90.1,18.73
2023-11-11,STR017,11,21,1.37,0,0,0,69.9,14.91
2023-11-12,STR017,18,26,1.41,0,0,1,95.4,14.15
2023-11-13,STR017,4,12,1.43,0,0,0,24.7,13.83
2023-11-14,STR017,11,23,0.38,0,0,0,61.6,13.18
2023-11-15,STR017,11,23,1.05,0,0,0,62.8,13.4
2023-11-16,STR017,20,39,0.94,0,0,0,100.0,21.26
2023-11-17,STR017,4,10,0.67,0,0,1,27.1,19.2
2023-11-18,STR017,16,28,0.21,0,0,0,98.6,19.87
2023-11-19,STR017,9,24,0.76,0,0,0,54.9,13.2
2023-11-20,STR017,5,23,0.2,0,0,0,28.6,18.01
2023-11-21,STR017,9,17,1.13,0,0,0,52.2,16.17
2023-11-22,STR017,12,24,0.15,0,0,0,70.4,11.35
2023-11-23,STR017,8,26,1.08,0,0,0,43.9,13.41
2023-11-24,STR017,14,30,0.16,0,0,0,79.4,17.6
2023-11-25,STR017,4,14,1.04,0,0,0,27.2,19.08
2023-11-26,STR017,7,23,1.42,0,0,0,36.6,19.54
2023-11-27,STR017,6,22,1.19,0,0,0,31.0,18.91
2023-11-28,STR017,13,23,1.04,0,0,0,86.1,18.73
2023-11-29,STR017,10,25,0.31,0,0,0,53.9,14.02
2023-11-30,STR017,14,28,0.23,0,0,0,76.0,12.75
2023-12-01,STR017,15,24,0.73,0,0,0,96.2,11.78
2023-12-02,STR017,12,28,0.81,0,0,0,70.1,15.49
2023-12-03,STR017,7,27,1.23,0,0,1,42.7,14.22
2023-12-04,STR017,14,19,0.71,0,0,0,79.2,15.32
2023-12-05,STR017,6,23,0.5,0,0,1,38.2,18.34
2023-12-06,STR017,12,30,1.03,0,0,0,66.6,14.64
2023-12-07,STR017,12,18,0.4,0,0,0,65.6,16.65
2023-12-08,STR017,8,26,0.71,0,0,1,50.3,20.53
2023-12-09,STR017,13,21,1.25,0,0,0,78.3,17.28
2023-12-10,STR017,6,19,0.45,0,0,0,43.2,20.4
2023-12-11,STR017,10,30,0.62,0,0,0,58.7,18.11
2023-12-12,STR017,13,31,1.49,0,0,0,73.3,15.88
2023-12-13,STR017,11,23,0.19,0,0,0,67.4,17.71
2023-12-14,STR017,12,26,1.17,0,0,0,69.2,14.14
2023-12-15,STR017,10,23,1.04,0,0,0,60.4,20.53
2023-12-16,STR017,7,14,0.78,0,0,0,43.7,14.46
2023-12-17,STR017,10,27,0.95,0,0,0,57.8,15.38
2023-12-18,STR017,3,17,1.16,0,0,0,20.2,21.11
2023-12-19,STR017,6,26,0.54,0,0,0,32.8,18.09
2023-12-20,STR017,11,24,1.39,0,0,0,62.5,16.52
2023-12-21,STR017,15,21,0.49,0,0,0,89.3,19.89
2023-12-22,STR017,7,13,0.48,0,0,0,30.6,18.05
2023-12-23,STR017,12,19,1.36,0,0,1,69.0,16.12
2023-12-24,STR017,7,22,0.85,0,0,0,41.9,19.02
2023-12-25,STR017,6,23,0.14,0,0,1,39.8,19.02
2023-12-26,STR017,13,24,1.44,0,0,1,80.7,17.34
2023-12-27,STR017,15,32,0.79,0,0,0,90.0,15.71
2023-12-28,STR017,12,21,0.98,0,0,0,69.3,14.67
2023-12-29,STR017,11,23,1.36,0,0,0,72.1,20.73
2023-12-30,STR017,10,23,1.39,0,0,0,62.9,14.11
2023-12-31,STR017,8,27,0.96,0,0,0,49.1,15.45
2022-01-01,STR018,13,28,0.29,0,0,0,77.0,19.7
2022-01-02,STR018,7,26,0.71,0,0,0,38.2,17.16
2022-01-03,STR018,5,20,0.97,0,0,0,34.9,18.27
2022-01-04,STR018,7,15,0.14,0,0,0,41.1,16.81
2022-01-05,STR018,6,23,1.35,0,0,0,37.6,20.97
2022-01-06,STR018,1,9,1.25,0,0,0,9.6,21.18
2022-01-07,STR018,9,24,0.43,0,0,0,53.4,16.67
2022-01-08,STR018,7,13,0.84,0,0,0,36.3,15.11
2022-01-09,STR018,12,22,0.61,0,0,1,67.7,14.16
2022-01-10,STR018,8,27,0.68,0,0,0,50.6,16.07
2022-01-11,STR018,13,33,1.07,0,0,0,77.5,19.23
2022-01-12,STR018,6,18,0.94,0,0,0,36.0,14.8
2022-01-13,STR018,6,16,1.43,0,0,0,38.1,19.76
2022-01-14,STR018,4,18,0.71,0,0,0,16.3,12.61
2022-01-15,STR018,13,28,1.18,0,0,0,71.8,19.38
2022-01-16,STR018,9,15,1.27,0,0,0,58.6,14.47
2022-01-17,STR018,12,19,0.39,0,0,0,73.4,17.1
2022-01-18,STR018,10,21,0.13,0,0,0,56.0,12.93
2022-01-19,STR018,6,13,0.94,0,0,0,39.2,14.19
2022-01-20,STR018,8,20,0.17,0,0,0,47.8,14.01
2022-01-21,STR018,15,28,0.87,0,0,0,82.8,16.3
2022-01-22,STR018,7,23,0.48,0,0,0,44.0,19.72
2022-01-23,STR018,10,24,0.28,0,0,0,51.6,13.16
2022-01-24,STR018,11,22,1.46,0,0,0,71.5,9.57
2022-01-25,STR018,7,27,0.25,0,0,0,44.7,14.9
2022-01-26,STR018,16,22,1.04,0,0,0,90.2,16.52
2022-01-27,STR018,8,19,1.03,0,0,0,45.9,16.41
2022-01-28,STR018,9,23,0.34,0,0,0,53.5,17.75
2022-01-29,STR018,3,11,0.7,0,0,0,14.1,20.13
2022-01-30,STR018,9,19,0.23,0,0,0,49.3,13.81
2022-01-31,STR018,7,21,0.18,0,0,0,41.2,18.33
2022-02-01,STR018,13,21,1.17,0,0,1,81.7,13.6
2022-02-02,STR018,10,23,0.86,0,0,0,66.9,17.53
2022-02-03,STR018,10,16,0.44,0,0,0,66.6,14.84
2022-02-04,STR018,10,15,0.19,0,0,0,66.5,14.83
2022-02-05,STR018,11,18,0.16,0,0,0,60.6,17.29
2022-02-06,STR018,6,16,0.37,0,0,0,33.8,14.09
2022-02-07,STR018,5,21,0.63,0,0,0,24.1,16.36
2022-02-08,STR018,13,25,0.82,0,0,0,77.1,14.98
2022-02-09,STR018,12,21,1.2,0,0,0,76.7,16.39
2022-02-10,STR018,10,29,0.97,0,0,0,60.1,15.6
2022-02-11,STR018,6,18,1.08,0,0,0,38.0,15.22
2022-02-12,STR018,7,22,0.81,0,0,0,50.6,20.33
2022-02-13,STR018,6,16,0.84,0,0,1,31.2,19.14
2022-02-14,STR018,10,19,1.13,1,0,0,59.9,22.44
2022-02-15,STR018,5,24,1.47,0,0,0,33.8,12.62
2022-02-16,STR018,8,25,0.32,0,0,0,50.9,19.26
2022-02-17,STR018,9,29,1.42,0,0,0,49.3,17.9
2022-02-18,STR018,14,21,0.12,0,0,0,81.0,20.0
2022-02-19,STR018,7,14,0.59,0,0,1,45.1,22.24
2022-02-20,STR018,6,14,0.53,0,0,0,35.9,21.65
2022-02-21,STR018,10,17,0.52,0,0,0,63.5,18.87
2022-02-22,STR018,8,26,0.19,0,0,0,46.5,17.85
2022-02-23,STR018,7,18,0.33,0,0,0,49.7,11.5
2022-02-24,STR018,10,17,1.22,0,0,0,60.0,18.63
2022-02-25,STR018,8,17,0.31,0,0,0,44.2,12.64
2022-02-26,STR018,8,14,1.15,0,0,0,43.4,18.98
2022-02-27,STR018,16,23,0.77,0,0,0,97.8,16.48
2022-02-28,STR018,5,13,1.02,0,0,1,32.9,16.88
2022-03-01,STR018,6,18,1.08,0,0,0,37.6,16.75
2022-03-02,STR018,11,21,1.01,0,0,0,65.7,17.66
2022-03-03,STR018,9,28,0.75,0,0,0,50.7,20.6
2022-03-04,STR018,8,24,0.81,0,0,0,48.5,21.04
2022-03-05,STR018,14,32,0.49,0,0,0,78.3,15.23
2022-03-06,STR018,11,25,1.31,0,0,1,70.9,12.52
2022-03-07,STR018,8,25,0.57,0,0,0,44.9,19.22
2022-03-08,STR018,9,14,0.7,0,0,0,51.5,11.51
2022-03-09,STR018,5,20,0.88,0,0,0,27.4,15.75
2022-03-10,STR018,10,24,1.4,0,0,0,64.1,17.39
2022-03-11,STR018,7,23,1.49,0,0,1,39.1,15.08
2022-03-12,STR018,8,24,0.88,0,0,0,54.1,17.68
2022-03-13,STR018,11,26,0.79,0,0,0,70.6,17.3
2022-03-14,STR018,8,19,1.37,0,0,0,55.6,16.56
2022-03-15,STR018,10,25,1.21,0,0,0,54.8,20.56
2022-03-16,STR018,9,25,0.6,0,0,1,50.8,20.14
2022-03-17,STR018,9,23,0.23,0,0,0,52.9,20.5
2022-03-18,STR018,7,12,0.57,0,0,0,47.7,17.61
2022-03-19,STR018,15,32,1.19,0,0,0,80.3,18.53
2022-03-20,STR018,15,35,0.47,0,0,0,85.3,22.5
2022-03-21,STR018,6,23,0.31,0,0,0,34.8,19.42
2022-03-22,STR018,11,24,1.43,0,0,0,75.4,19.5
2022-03-23,STR018,11,16,0.47,0,0,0,63.0,14.37
2022-03-24,STR018,4,20,1.49,0,0,0,24.8,17.67
2022-03-25,STR018,14,27,0.82,0,0,0,83.2,22.99
2022-03-26,STR018,8,15,0.73,0,0,0,50.3,11.03
2022-03-27,STR018,7,27,1.4,0,0,0,44.6,18.56
2022-03-28,STR018,4,21,1.36,0,0,0,17.2,17.31
2022-03-29,STR018,6,23,1.09,0,0,0,41.1,21.49
2022-03-30,STR018,11,18,0.52,0,0,1,65.9,10.96
2022-03-31,STR018,13,24,0.44,0,0,0,81.1,20.1
2022-04-01,STR018,10,18,0.5,0,0,0,55.8,16.57
2022-04-02,STR018,9,26,1.42,0,0,0,47.5,16.73
2022-04-03,STR018,12,18,1.45,0,0,0,66.1,18.59
2022-04-04,STR018,10,22,0.59,0,0,0,55.4,16.68
2022-04-05,STR018,8,23,1.14,0,0,0,42.1,10.6
2022-04-06,STR018,13,20,0.74,0,0,1,76.7,9.85
2022-04-07,STR018,8,23,1.44,0,0,0,44.0,18.3
2022-04-08,STR018,10,21,1.22,0,0,0,71.8,16.76
2022-04-09,STR018,9,28,0.84,0,0,0,58.8,17.95
2022-04-10,STR018,9,28,0.63,0,0,0,57.9,14.81
2022-04-11,STR018,13,28,0.8,0,0,0,70.9,13.85
2022-04-12,STR018,8,25,0.6,0,0,0,47.1,14.94
2022-04-13,STR018,7,26,0.78,0,0,0,44.9,15.13
2022-04-14,STR018,8,15,0.54,0,0,0,50.1,18.39
2022-04-15,STR018,6,16,1.24,0,0,0,37.9,18.21
2022-04-16,STR018,6,12,0.7,0,0,0,31.9,13.32
2022-04-17,STR018,4,22,0.52,0,0,0,25.1,16.1
2022-04-18,STR018,4,12,1.46,0,0,0,27.5,14.88
2022-04-19,STR018,7,13,0.59,0,0,0,46.1,16.59
2022-04-20,STR018,11,30,0.91,0,0,0,66.0,17.79
2022-04-21,STR018,10,20,1.44,0,0,0,59.0,17.21
2022-04-22,STR018,16,26,0.9,0,0,0,98.9,15.58
2022-04-23,STR018,5,18,0.86,0,0,0,42.9,20.57
2022-04-24,STR018,9,18,1.01,0,0,0,61.6,19.08
2022-04-25,STR018,12,26,1.1,0,0,0,74.0,15.25
2022-04-26,STR018,9,20,0.52,0,0,1,53.2,16.06
2022-04-27,STR018,14,31,0.35,0,0,0,87.9,19.25
2022-04-28,STR018,7,17,0.2,0,0,0,41.3,18.66
2022-04-29,STR018,11,31,0.32,0,0,0,69.3,24.54
2022-04-30,STR018,7,23,1.44,0,0,0,40.9,13.84
2022-05-01,STR018,11,23,0.99,0,0,0,63.2,22.79
2022-05-02,STR018,8,25,1.14,0,0,0,46.9,20.23
2022-05-03,STR018,7,20,1.24,0,0,0,43.7,16.79
2022-05-04,STR018,14,23,1.39,0,0,0,84.9,15.34
2022-05-05,STR018,16,29,0.62,0,0,0,92.9,13.98
2022-05-06,STR018,5,19,1.46,0,0,0,26.9,21.69
2022-05-07,STR018,5,21,0.46,0,0,1,24.9,17.18
2022-05-08,STR018,10,16,0.85,0,0,0,63.9,19.71
2022-05-09,STR018,3,8,1.19,0,0,0,11.5,18.08
2022-05-10,STR018,3,13,1.15,0,0,0,19.4,19.38
2022-05-11,STR018,9,17,1.03,0,0,0,60.7,20.41
2022-05-12,STR018,9,23,0.81,0,0,0,60.9,18.18
2022-05-13,STR018,8,20,0.13,0,0,0,45.9,18.81
2022-05-14,STR018,10,23,1.47,0,0,0,59.9,16.07
2022-05-15,STR018,13,31,0.44,0,0,0,78.3,10.02
2022-05-16,STR018,10,25,0.78,0,0,0,52.6,15.94
2022-05-17,STR018,7,17,1.06,0,0,0,45.1,14.76
2022-05-18,STR018,10,22,1.14,0,0,0,61.5,14.43
2022-05-19,STR018,16,23,1.28,0,0,0,95.5,19.84
2022-05-20,STR018,11,27,1.19,0,0,0,67.4,16.18
2022-05-21,STR018,5,20,1.18,0,0,0,25.5,15.71
2022-05-22,STR018,4,15,1.15,0,0,0,25.0,15.6
2022-05-23,STR018,7,20,0.78,0,0,0,42.1,21.75
2022-05-24,STR018,4,9,0.43,0,0,0,20.6,16.53
2022-05-25,STR018,12,28,0.39,0,0,0,77.3,14.1
2022-05-26,STR018,12,31,1.29,0,0,0,76.7,19.02
2022-05-27,STR018,10,16,0.11,0,0,0,57.3,17.66
2022-05-28,STR018,6,18,0.47,0,0,0,31.5,10.65
2022-05-29,STR018,6,24,0.62,0,0,0,36.2,17.39
2022-05-30,STR018,6,14,0.44,0,0,0,30.7,13.79
2022-05-31,STR018,6,16,1.44,0,0,0,32.5,20.18
2022-06-01,STR018,8,27,1.14,0,0,0,54.1,19.79
2022-06-02,STR018,11,17,0.94,0,0,0,59.4,10.63
2022-06-03,STR018,8,19,0.28,0,0,0,45.2,18.43
2022-06-04,STR018,11,19,0.52,0,0,0,66.4,19.11
2022-06-05,STR018,5,13,0.81,0,0,1,29.0,14.86
2022-06-06,STR018,13,29,0.59,0,0,0,75.9,10.74
2022-06-07,STR018,9,21,0.67,0,0,0,56.7,12.16
2022-06-08,STR018,10,22,1.38,0,0,0,76.0,18.96
2022-06-09,STR018,6,21,1.5,0,0,0,33.9,19.62
2022-06-10,STR018,10,19,1.24,0,0,0,64.8,13.39
2022-06-11,STR018,11,28,1.38,0,0,0,62.4,14.95
2022-06-12,STR018,15,26,0.59,0,0,0,89.9,18.1
2022-06-13,STR018,8,21,1.03,0,0,0,35.3,12.48
2022-06-14,STR018,10,23,0.4,0,0,1,63.8,18.85
2022-06-15,STR018,14,22,0.24,0,0,1,88.4,18.78
2022-06-16,STR018,7,27,0.1,0,0,0,44.3,15.72
2022-06-17,STR018,8,24,1.44,0,0,0,57.0,17.4
2022-06-18,STR018,7,23,0.21,0,0,0,32.0,17.02
2022-06-19,STR018,13,18,0.39,0,0,1,83.4,18.49
2022-06-20,STR018,7,23,1.08,0,0,0,33.1,16.19
2022-06-21,STR018,14,30,1.11,0,0,0,82.1,14.07
2022-06-22,STR018,7,19,0.88,0,0,0,44.9,22.91
2022-06-23,STR018,12,30,0.83,0,0,1,68.3,14.48
2022-06-24,STR018,11,26,0.11,0,0,1,62.8,18.45
2022-06-25,STR018,6,15,0.67,0,0,0,40.0,19.51
2022-06-26,STR018,3,12,1.24,0,0,0,18.1,18.95
2022-06-27,STR018,10,30,0.69,0,0,0,58.1,21.4
2022-06-28,STR018,9,15,0.52,0,0,1,53.6,14.78
2022-06-29,STR018,7,14,0.13,0,0,0,42.0,12.91
2022-06-30,STR018,7,14,0.93,0,0,0,39.9,21.08
2022-07-01,STR018,11,28,0.88,0,0,0,71.7,20.96
2022-07-02,STR018,11,26,0.51,0,0,0,60.1,19.57
2022-07-03,STR018,9,24,1.1,0,0,0,50.0,18.47
2022-07-04,STR018,5,19,0.86,0,0,0,31.6,16.19
2022-07-05,STR018,10,18,0.93,0,0,0,60.4,19.25
2022-07-06,STR018,6,13,1.07,0,0,0,40.2,21.51
2022-07-07,STR018,4,10,1.09,0,0,0,20.3,19.52
2022-07-08,STR018,13,24,1.24,0,0,0,69.5,12.14
2022-07-09,STR018,7,21,0.48,0,0,0,50.7,19.27
2022-07-10,STR018,8,14,1.31,0,0,0,56.1,13.07
2022-07-11,STR018,11,30,0.55,0,0,0,70.8,19.77
2022-07-12,STR018,8,13,1.18,0,0,0,50.2,17.79
2022-07-13,STR018,9,27,0.44,0,0,0,52.8,20.98
2022-07-14,STR018,16,25,0.69,0,0,1,96.4,19.43
2022-07-15,STR018,9,16,0.83,0,0,0,56.2,21.75
2022-07-16,STR018,11,27,1.25,0,0,0,70.2,15.74
2022-07-17,STR018,13,18,0.26,0,0,1,78.5,17.41
2022-07-18,STR018,13,25,1.35,0,0,0,86.8,14.68
2022-07-19,STR018,9,14,0.6,0,0,0,61.2,16.58
2022-07-20,STR018,9,16,1.28,0,0,0,51.5,15.79
2022-07-21,STR018,7,25,0.71,0,0,1,35.1,11.94
2022-07-22,STR018,12,19,1.43,0,0,0,67.1,15.49
2022-07-23,STR018,3,11,1.32,0,0,0,21.8,19.37
2022-07-24,STR018,12,25,0.84,0,0,0,72.0,18.71
2022-07-25,STR018,15,24,1.16,0,0,1,91.7,18.93
2022-07-26,STR018,9,18,0.22,0,0,0,51.4,17.85
2022-07-27,STR018,11,21,0.6,0,0,0,73.4,19.7
2022-07-28,STR018,9,28,0.4,0,0,0,51.0,19.59
2022-07-29,STR018,5,23,0.45,0,0,0,25.1,16.14
2022-07-30,STR018,4,16,1.24,0,0,0,15.9,17.08
2022-07-31,STR018,8,28,1.35,0,0,0,39.3,16.2
2022-08-01,STR018,6,13,0.83,0,0,0,27.6,15.1
2022-08-02,STR018,7,16,1.15,0,0,0,45.5,21.09
2022-08-03,STR018,10,25,0.62,0,0,0,61.4,16.56
2022-08-04,STR018,9,27,0.19,0,0,0,54.0,16.0
2022-08-05,STR018,8,18,1.1,0,0,0,48.5,14.19
2022-08-06,STR018,9,27,1.14,0,0,0,53.3,22.23
2022-08-07,STR018,10,19,0.85,0,0,0,60.7,18.62
2022-08-08,STR018,9,17,0.35,0,0,1,43.9,16.37
2022-08-09,STR018,11,17,1.31,0,0,0,67.3,14.22
2022-08-10,STR018,7,17,1.37,0,0,1,37.1,14.73
2022-08-11,STR018,9,16,0.31,0,0,0,61.2,13.58
2022-08-12,STR018,18,37,0.16,0,0,0,100.0,18.92
2022-08-13,STR018,8,21,0.33,0,0,1,51.9,11.33
2022-08-14,STR018,8,17,1.4,0,0,0,57.5,19.25
2022-08-15,STR018,9,18,0.38,0,0,0,49.2,16.55
2022-08-16,STR018,7,16,1.34,0,0,0,45.0,15.66
2022-08-17,STR018,12,32,0.99,0,0,0,72.6,16.28
2022-08-18,STR018,11,30,1.13,1,0,0,62.9,18.16
2022-08-19,STR018,7,12,0.56,0,0,0,42.2,14.32
2022-08-20,STR018,16,33,0.55,0,0,0,94.1,12.82
2022-08-21,STR018,7,21,0.44,0,0,0,48.3,19.08
2022-08-22,STR018,5,20,1.42,0,0,0,27.0,14.32
2022-08-23,STR018,10,18,0.62,0,0,0,57.7,16.9
2022-08-24,STR018,17,25,0.79,0,0,0,95.8,21.18
2022-08-25,STR018,12,28,0.77,0,0,0,66.1,20.62
2022-08-26,STR018,5,21,1.04,0,0,0,35.1,14.35
2022-08-27,STR018,8,22,1.19,0,0,0,54.2,13.26
2022-08-28,STR018,12,30,0.32,0,0,0,70.8,16.51
2022-08-29,STR018,7,21,0.89,0,0,0,49.9,18.19
2022-08-30,STR018,10,17,0.79,0,0,0,62.9,23.3
2022-08-31,STR018,7,19,1.02,0,0,0,43.9,16.18
2022-09-01,STR018,14,32,1.25,0,0,0,79.7,16.5
2022-09-02,STR018,7,22,0.52,0,0,0,45.9,20.34
2022-09-03,STR018,8,19,0.49,0,0,0,48.4,21.99
2022-09-04,STR018,9,19,0.94,0,1,0,61.0,14.1
2022-09-05,STR018,13,30,1.44,0,0,0,76.3,16.58
2022-09-06,STR018,9,19,1.1,0,0,0,60.2,20.78
2022-09-07,STR018,10,22,1.17,0,0,0,58.9,22.69
2022-09-08,STR018,8,22,0.58,0,0,0,47.0,21.15
2022-09-09,STR018,8,28,1.04,0,0,0,44.8,14.08
2022-09-10,STR018,9,17,0.85,0,0,0,54.3,18.37
2022-09-11,STR018,4,9,0.13,0,0,0,30.2,19.7
2022-09-12,STR018,7,19,0.87,0,0,0,36.0,17.23
2022-09-13,STR018,10,20,0.49,0,0,0,57.9,17.59
2022-09-14,STR018,6,11,0.34,0,0,0,36.9,18.28
2022-09-15,STR018,12,27,0.33,0,0,0,63.3,14.32
2022-09-16,STR018,10,18,1.07,0,0,0,61.9,19.86
2022-09-17,STR018,7,25,0.6,0,0,0,44.7,17.07
2022-09-18,STR018,3,20,0.29,0,0,0,17.3,16.72
2022-09-19,STR018,10,28,1.09,0,0,0,54.9,20.42
2022-09-20,STR018,11,24,0.19,0,0,0,68.0,16.15
2022-09-21,STR018,9,22,0.86,0,0,0,51.6,12.27
2022-09-22,STR018,7,15,0.41,0,0,0,41.8,13.31
2022-09-23,STR018,5,23,1.04,0,0,0,24.8,18.26
2022-09-24,STR018,11,25,0.41,0,0,0,69.4,13.55
2022-09-25,STR018,10,24,0.54,0,0,0,53.4,13.4
2022-09-26,STR018,15,33,1.32,0,0,0,90.8,11.1
2022-09-27,STR018,20,38,0.46,0,0,0,100.0,19.0
2022-09-28,STR018,10,23,0.24,0,0,0,53.7,15.44
2022-09-29,STR018,7,14,0.92,0,0,1,42.7,13.24
