date,city,unemployment_rate,consumer_sentiment,foot_traffic_index,gas_price_per_gallon,cpi_food_away_home,local_population,restaurant_industry_index
2022-12-13,Jacksonville,5.11,74.3,77.9,3.4,263.47,54000,99.8
2022-12-14,Jacksonville,5.1,74.3,78.1,3.57,264.67,54000,102.7
2022-12-15,Jacksonville,5.06,73.8,78.2,3.6,266.69,54000,99.0
2022-12-16,Jacksonville,5.11,73.9,78.6,3.55,264.02,54000,99.4
2022-12-17,Jacksonville,5.14,74.0,78.2,3.3,264.98,54000,99.6
2022-12-18,Jacksonville,5.19,74.1,77.6,3.39,266.36,54000,95.9
2022-12-19,Jacksonville,5.15,74.3,77.7,3.56,265.62,54000,98.2
2022-12-20,Jacksonville,5.15,75.0,77.6,3.27,265.83,54000,99.4
2022-12-21,Jacksonville,5.11,75.1,78.8,3.48,265.26,54000,99.7
2022-12-22,Jacksonville,5.04,75.1,78.7,2.93,266.48,54000,99.4
2022-12-23,Jacksonville,5.02,74.7,78.5,3.62,263.2,54000,101.1
2022-12-24,Jacksonville,5.02,74.8,78.8,3.16,263.99,54000,96.3
2022-12-25,Jacksonville,5.08,74.3,78.3,3.35,267.77,54000,100.8
2022-12-26,Jacksonville,5.08,74.1,77.3,3.17,264.9,54000,103.0
2022-12-27,Jacksonville,5.02,73.7,77.3,3.25,267.4,54000,98.1
2022-12-28,Jacksonville,4.95,73.8,76.7,3.66,264.91,54000,98.6
2022-12-29,Jacksonville,5.02,73.6,77.0,3.67,265.5,54000,102.4
2022-12-30,Jacksonville,5.02,74.0,76.1,3.16,265.8,54000,101.1
2022-12-31,Jacksonville,5.06,73.7,76.2,3.35,265.45,54000,101.4
2023-01-01,Jacksonville,5.13,74.0,76.3,4.03,263.15,54000,96.5
2023-01-02,Jacksonville,5.13,73.6,76.3,3.49,264.82,54000,101.2
2023-01-03,Jacksonville,5.12,73.6,75.8,3.51,266.69,54000,100.6
2023-01-04,Jacksonville,5.08,73.1,76.2,3.25,265.23,54000,102.3
2023-01-05,Jacksonville,5.11,73.2,76.6,3.21,266.77,54000,96.4
2023-01-06,Jacksonville,5.13,73.7,76.1,3.76,263.65,54000,100.2
2023-01-07,Jacksonville,5.18,74.0,75.5,3.41,266.83,54000,102.9
2023-01-08,Jacksonville,5.15,74.2,75.7,3.67,266.22,54000,99.6
2023-01-09,Jacksonville,5.15,73.8,76.6,3.37,266.28,54000,101.3
2023-01-10,Jacksonville,5.16,74.1,77.0,3.47,263.72,54000,99.3
2023-01-11,Jacksonville,5.19,73.7,76.0,3.72,263.73,54000,98.8
2023-01-12,Jacksonville,5.12,73.7,75.2,2.87,264.29,54000,99.6
2023-01-13,Jacksonville,5.1,74.0,74.4,3.28,267.09,54000,99.8
2023-01-14,Jacksonville,5.03,74.2,74.4,4.01,266.34,54000,99.3
2023-01-15,Jacksonville,5.02,73.7,73.9,3.52,263.19,54000,97.8
2023-01-16,Jacksonville,5.08,73.1,73.8,3.53,266.26,54000,103.3
2023-01-17,Jacksonville,5.15,73.5,74.6,3.56,266.56,54000,99.6
2023-01-18,Jacksonville,5.16,73.9,74.8,3.82,265.45,54000,102.9
2023-01-19,Jacksonville,5.17,73.8,76.0,4.01,266.15,54000,103.1
2023-01-20,Jacksonville,5.12,73.8,75.6,3.5,264.9,54000,98.8
2023-01-21,Jacksonville,5.04,74.2,74.7,4.09,266.25,54000,103.2
2023-01-22,Jacksonville,5.08,74.3,74.8,2.83,265.81,54000,98.5
2023-01-23,Jacksonville,5.09,74.5,74.9,3.83,266.13,54000,103.2
2023-01-24,Jacksonville,5.17,74.9,75.5,3.67,264.43,54000,97.2
2023-01-25,Jacksonville,5.25,75.0,75.2,3.44,265.57,54000,103.9
2023-01-26,Jacksonville,5.17,74.8,75.3,3.31,265.9,54000,103.3
2023-01-27,Jacksonville,5.17,74.7,75.6,3.37,266.51,54000,101.0
2023-01-28,Jacksonville,5.15,74.3,75.5,3.53,264.39,54000,97.3
2023-01-29,Jacksonville,5.08,74.1,76.2,3.75,267.15,54000,101.4
2023-01-30,Jacksonville,5.07,74.2,76.3,3.68,265.27,54000,97.7
2023-01-31,Jacksonville,5.05,74.3,76.2,3.64,266.24,54000,100.3
2023-02-01,Jacksonville,5.05,74.3,76.4,3.72,265.23,54000,100.1
2023-02-02,Jacksonville,5.03,74.7,76.2,4.11,265.48,54000,97.7
2023-02-03,Jacksonville,5.12,74.9,76.0,3.32,266.22,54000,100.1
2023-02-04,Jacksonville,5.1,75.3,75.5,3.75,265.66,54000,96.2
2023-02-05,Jacksonville,5.09,75.2,75.4,3.26,266.02,54000,98.2
2023-02-06,Jacksonville,5.01,75.2,75.2,3.56,266.38,54000,99.1
2023-02-07,Jacksonville,5.07,74.9,75.1,3.51,266.84,54000,101.3
2023-02-08,Jacksonville,5.01,74.5,74.7,3.56,266.9,54000,102.6
2023-02-09,Jacksonville,5.06,74.4,74.6,3.42,265.19,54000,101.0
2023-02-10,Jacksonville,5.04,74.0,75.0,3.6,266.36,54000,98.3
2023-02-11,Jacksonville,4.93,74.1,74.6,3.95,264.82,54000,99.8
2023-02-12,Jacksonville,4.93,74.7,74.0,3.87,264.12,54000,100.5
2023-02-13,Jacksonville,4.96,74.5,74.0,3.64,265.03,54000,98.3
2023-02-14,Jacksonville,5.01,74.8,74.6,3.57,265.9,54000,99.0
2023-02-15,Jacksonville,4.99,75.1,74.8,3.63,264.72,54000,97.5
2023-02-16,Jacksonville,4.95,75.2,75.8,3.55,265.36,54000,97.7
2023-02-17,Jacksonville,5.02,74.7,75.5,3.67,266.49,54000,100.6
2023-02-18,Jacksonville,5.06,74.7,75.8,3.85,266.3,54000,102.0
2023-02-19,Jacksonville,5.16,74.4,75.3,3.41,267.48,54000,98.5
2023-02-20,Jacksonville,5.22,74.8,75.6,3.92,266.15,54000,102.3
2023-02-21,Jacksonville,5.14,74.0,75.8,3.53,265.79,54000,104.5
2023-02-22,Jacksonville,5.1,74.2,75.4,3.41,265.88,54000,102.0
2023-02-23,Jacksonville,5.08,74.0,75.4,3.69,264.26,54000,98.6
2023-02-24,Jacksonville,5.21,74.1,76.0,3.46,267.32,54000,100.0
2023-02-25,Jacksonville,5.3,74.0,76.3,3.78,266.2,54000,101.7
2023-02-26,Jacksonville,5.27,73.9,76.0,3.6,266.54,54000,98.3
2023-02-27,Jacksonville,5.21,73.8,75.9,3.85,266.96,54000,100.7
2023-02-28,Jacksonville,5.21,73.9,76.1,3.3,264.94,54000,101.8
2023-03-01,Jacksonville,5.3,74.3,76.4,3.21,266.0,54000,98.4
2023-03-02,Jacksonville,5.39,74.9,76.4,2.99,266.22,54000,99.7
2023-03-03,Jacksonville,5.42,74.6,77.2,3.14,267.11,54000,101.1
2023-03-04,Jacksonville,5.38,74.5,77.0,3.06,265.21,54000,102.4
2023-03-05,Jacksonville,5.38,74.5,76.5,3.72,264.6,54000,101.5
2023-03-06,Jacksonville,5.44,74.7,76.4,3.77,266.76,54000,100.0
2023-03-07,Jacksonville,5.42,75.1,76.3,3.38,267.49,54000,99.2
2023-03-08,Jacksonville,5.36,75.1,76.4,3.44,266.8,54000,96.0
2023-03-09,Jacksonville,5.32,75.0,76.5,3.25,265.37,54000,97.3
2023-03-10,Jacksonville,5.29,75.5,77.2,3.17,266.82,54000,100.6
2023-03-11,Jacksonville,5.33,75.4,76.5,3.46,265.38,54000,99.1
2023-03-12,Jacksonville,5.3,74.5,76.3,3.01,267.03,54000,100.6
2023-03-13,Jacksonville,5.37,74.5,76.4,3.28,266.75,54000,99.8
2023-03-14,Jacksonville,5.32,74.4,76.7,3.87,266.09,54000,101.3
2023-03-15,Jacksonville,5.27,74.5,76.8,3.1,266.61,54000,100.7
2023-03-16,Jacksonville,5.23,74.6,77.1,3.54,266.58,54000,99.2
2023-03-17,Jacksonville,5.23,74.5,76.8,3.56,266.44,54000,99.6
2023-03-18,Jacksonville,5.25,74.2,77.0,3.51,266.78,54000,99.4
2023-03-19,Jacksonville,5.26,74.2,76.6,3.05,266.16,54000,101.3
2023-03-20,Jacksonville,5.28,74.1,76.8,3.57,267.75,54000,98.9
2023-03-21,Jacksonville,5.24,73.9,76.7,4.22,266.29,54000,97.9
2023-03-22,Jacksonville,5.19,74.4,76.3,3.65,267.04,54000,99.5
2023-03-23,Jacksonville,5.18,74.8,76.5,3.37,267.12,54000,97.7
2023-03-24,Jacksonville,5.26,75.3,76.1,3.34,265.77,54000,100.8
2023-03-25,Jacksonville,5.25,75.3,76.4,3.62,267.93,54000,102.5
2023-03-26,Jacksonville,5.26,75.6,77.3,3.55,265.58,54000,100.3
2023-03-27,Jacksonville,5.39,75.4,78.1,4.1,266.59,54000,99.8
2023-03-28,Jacksonville,5.44,74.9,78.5,2.31,266.41,54000,101.3
2023-03-29,Jacksonville,5.51,74.3,78.4,3.88,266.51,54000,101.3
2023-03-30,Jacksonville,5.47,74.0,78.3,3.22,267.96,54000,100.6
2023-03-31,Jacksonville,5.45,74.1,78.4,2.95,268.18,54000,102.9
2023-04-01,Jacksonville,5.42,74.4,78.4,2.82,267.6,54000,101.9
2023-04-02,Jacksonville,5.44,74.6,78.4,3.79,266.38,54000,101.0
2023-04-03,Jacksonville,5.41,74.3,78.8,3.72,266.27,54000,99.9
2023-04-04,Jacksonville,5.38,74.6,79.3,3.22,266.39,54000,99.5
2023-04-05,Jacksonville,5.25,74.2,79.1,3.6,266.96,54000,101.8
2023-04-06,Jacksonville,5.28,73.9,78.7,3.66,267.37,54000,99.7
2023-04-07,Jacksonville,5.3,73.8,78.6,3.12,269.3,54000,100.2
2023-04-08,Jacksonville,5.24,73.8,79.1,3.19,267.36,54000,99.8
2023-04-09,Jacksonville,5.17,73.3,79.1,3.18,266.95,54000,101.9
2023-04-10,Jacksonville,5.12,73.6,78.6,3.04,267.05,54000,98.4
2023-04-11,Jacksonville,5.1,73.7,78.5,3.88,266.58,54000,103.3
2023-04-12,Jacksonville,5.12,73.3,78.8,3.9,265.1,54000,99.1
2023-04-13,Jacksonville,5.14,73.5,79.0,3.75,267.44,54000,100.7
2023-04-14,Jacksonville,5.11,73.5,79.8,3.57,268.3,54000,97.7
2023-04-15,Jacksonville,5.16,73.3,79.3,3.17,266.26,54000,102.6
2023-04-16,Jacksonville,5.05,73.6,79.7,3.65,266.66,54000,96.2
2023-04-17,Jacksonville,5.06,73.0,79.5,3.31,266.9,54000,95.3
2023-04-18,Jacksonville,5.02,72.8,79.0,3.86,266.96,54000,105.8
2023-04-19,Jacksonville,5.03,72.7,79.1,2.92,266.88,54000,102.1
2023-04-20,Jacksonville,5.06,72.7,79.3,3.32,266.33,54000,97.2
2023-04-21,Jacksonville,5.01,72.4,79.6,3.37,266.0,54000,99.7
2023-04-22,Jacksonville,5.01,72.3,79.8,3.39,267.28,54000,101.5
2023-04-23,Jacksonville,5.01,71.9,80.0,3.27,268.99,54000,99.9
2023-04-24,Jacksonville,5.02,72.1,79.5,3.37,266.44,54000,95.2
2023-04-25,Jacksonville,5.04,72.0,79.1,3.54,267.0,54000,99.7
2023-04-26,Jacksonville,5.02,72.5,79.2,2.92,267.11,54000,101.3
2023-04-27,Jacksonville,4.99,72.1,78.9,3.5,268.49,54000,101.2
2023-04-28,Jacksonville,5.01,72.3,79.4,3.15,266.58,54000,100.3
2023-04-29,Jacksonville,5.05,71.9,78.9,3.25,265.29,54000,102.4
2023-04-30,Jacksonville,5.04,72.2,78.9,3.32,265.49,54000,100.4
2023-05-01,Jacksonville,5.06,72.3,79.1,3.28,268.39,54000,97.5
2023-05-02,Jacksonville,5.18,71.9,78.3,4.15,267.76,54000,100.8
2023-05-03,Jacksonville,5.17,71.6,77.9,3.72,267.11,54000,100.6
2023-05-04,Jacksonville,5.17,72.0,78.0,3.93,265.45,54000,97.3
2023-05-05,Jacksonville,5.12,71.1,77.3,3.67,268.6,54000,99.7
2023-05-06,Jacksonville,5.18,70.2,76.7,3.67,267.78,54000,98.8
2023-05-07,Jacksonville,5.17,70.0,77.4,3.3,266.86,54000,99.8
2023-05-08,Jacksonville,5.21,69.5,78.2,3.35,266.49,54000,101.0
2023-05-09,Jacksonville,5.22,69.2,78.0,3.72,266.83,54000,98.8
2023-05-10,Jacksonville,5.2,69.2,77.8,3.12,265.84,54000,102.7
2023-05-11,Jacksonville,5.22,69.7,78.2,3.44,268.74,54000,98.8
2023-05-12,Jacksonville,5.23,69.1,78.2,3.75,266.92,54000,102.3
2023-05-13,Jacksonville,5.19,69.5,77.5,3.77,268.4,54000,99.2
2023-05-14,Jacksonville,5.26,69.5,78.0,2.94,267.95,54000,99.6
2023-05-15,Jacksonville,5.23,69.4,77.7,3.07,267.76,54000,99.9
2023-05-16,Jacksonville,5.24,68.8,77.1,3.96,266.61,54000,103.7
2023-05-17,Jacksonville,5.24,68.8,76.7,3.38,267.56,54000,98.0
2023-05-18,Jacksonville,5.23,69.0,77.4,3.37,267.4,54000,100.3
2023-05-19,Jacksonville,5.2,68.9,78.2,3.49,266.86,54000,99.3
2023-05-20,Jacksonville,5.17,68.7,78.4,3.25,268.21,54000,97.3
2023-05-21,Jacksonville,5.22,68.6,77.5,3.57,268.25,54000,99.1
2023-05-22,Jacksonville,5.2,68.7,77.7,3.57,267.4,54000,99.5
2023-05-23,Jacksonville,5.21,68.7,78.1,3.53,269.17,54000,97.4
2023-05-24,Jacksonville,5.22,68.5,77.5,2.89,269.17,54000,102.0
2023-05-25,Jacksonville,5.22,68.3,78.0,2.76,267.92,54000,96.0
2023-05-26,Jacksonville,5.26,68.2,78.4,3.1,267.45,54000,98.3
2023-05-27,Jacksonville,5.32,68.3,78.4,3.58,266.09,54000,98.4
2023-05-28,Jacksonville,5.36,68.1,78.1,3.39,267.72,54000,100.8
2023-05-29,Jacksonville,5.43,67.7,79.0,3.55,268.4,54000,104.2
2023-05-30,Jacksonville,5.42,67.9,79.1,2.81,266.77,54000,97.5
2023-05-31,Jacksonville,5.42,67.7,78.9,3.49,268.24,54000,97.1
2023-06-01,Jacksonville,5.46,67.6,78.8,3.62,268.85,54000,101.2
2023-06-02,Jacksonville,5.51,67.8,78.6,3.57,267.46,54000,101.3
2023-06-03,Jacksonville,5.45,68.0,77.6,3.35,268.58,54000,101.3
2023-06-04,Jacksonville,5.49,68.4,77.7,3.36,267.87,54000,98.1
2023-06-05,Jacksonville,5.52,68.2,77.3,4.36,268.73,54000,100.2
2023-06-06,Jacksonville,5.59,68.4,77.1,3.75,269.7,54000,100.6
2023-06-07,Jacksonville,5.57,68.8,77.4,3.31,268.22,54000,100.3
2023-06-08,Jacksonville,5.59,69.0,77.7,3.78,269.39,54000,98.9
2023-06-09,Jacksonville,5.55,69.4,78.3,2.84,268.65,54000,103.7
2023-06-10,Jacksonville,5.52,69.6,78.7,3.52,269.04,54000,101.3
2023-06-11,Jacksonville,5.54,70.3,78.6,3.81,266.57,54000,99.6
2023-06-12,Jacksonville,5.71,70.6,78.2,2.6,269.27,54000,100.3
2023-06-13,Jacksonville,5.58,70.6,78.1,3.81,267.25,54000,100.1
2023-06-14,Jacksonville,5.58,71.0,78.4,3.76,268.09,54000,104.3
2023-06-15,Jacksonville,5.55,70.5,78.6,3.73,268.19,54000,97.5
2023-06-16,Jacksonville,5.51,70.8,78.9,3.9,267.69,54000,98.6
2023-06-17,Jacksonville,5.49,71.0,79.0,3.91,266.49,54000,98.7
2023-06-18,Jacksonville,5.45,71.4,79.1,3.54,269.41,54000,99.0
2023-06-19,Jacksonville,5.42,71.1,78.2,3.3,266.65,54000,104.9
2023-06-20,Jacksonville,5.35,71.7,78.8,3.38,267.9,54000,99.0
2023-06-21,Jacksonville,5.32,71.7,79.5,3.45,267.09,54000,103.8
2023-06-22,Jacksonville,5.28,71.3,80.7,3.67,269.04,54000,96.5
2023-06-23,Jacksonville,5.41,70.8,80.5,4.07,270.48,54000,100.7
2023-06-24,Jacksonville,5.41,70.6,80.1,3.26,267.99,54000,102.5
2023-06-25,Jacksonville,5.46,71.0,79.9,3.26,266.87,54000,102.6
2023-06-26,Jacksonville,5.44,71.4,79.9,3.77,268.66,54000,96.0
2023-06-27,Jacksonville,5.51,71.9,79.7,3.1,266.66,54000,99.5
2023-06-28,Jacksonville,5.57,71.6,80.0,3.18,269.29,54000,98.8
2023-06-29,Jacksonville,5.56,71.3,79.7,3.63,269.11,54000,98.7
2023-06-30,Jacksonville,5.57,71.0,80.1,2.87,268.39,54000,97.5
2023-07-01,Jacksonville,5.51,71.4,79.6,3.4,267.67,54000,102.3
2023-07-02,Jacksonville,5.52,71.4,79.8,3.66,268.98,54000,100.5
2023-07-03,Jacksonville,5.45,71.7,79.2,3.21,268.06,54000,97.9
2023-07-04,Jacksonville,5.45,71.4,78.8,3.42,268.58,54000,98.1
2023-07-05,Jacksonville,5.35,70.8,78.6,3.32,266.59,54000,99.7
2023-07-06,Jacksonville,5.31,70.8,77.9,3.76,268.98,54000,101.4
2023-07-07,Jacksonville,5.29,70.6,78.2,3.45,268.78,54000,101.7
2023-07-08,Jacksonville,5.26,70.8,77.9,3.62,268.49,54000,102.0
2023-07-09,Jacksonville,5.3,71.0,78.0,3.26,270.91,54000,99.0
2023-07-10,Jacksonville,5.35,70.8,78.0,3.72,268.99,54000,102.3
2023-07-11,Jacksonville,5.37,70.6,77.9,3.19,268.81,54000,101.5
2023-07-12,Jacksonville,5.33,70.8,77.8,3.21,268.13,54000,100.1
2023-07-13,Jacksonville,5.35,71.2,77.3,3.26,266.77,54000,100.1
2023-07-14,Jacksonville,5.27,71.6,76.9,3.43,267.8,54000,97.7
2023-07-15,Jacksonville,5.25,71.8,76.5,3.91,269.64,54000,98.1
2023-07-16,Jacksonville,5.21,72.1,76.5,3.63,268.35,54000,97.5
2023-07-17,Jacksonville,5.15,71.7,76.6,3.28,269.79,54000,102.4
2023-07-18,Jacksonville,5.29,72.0,76.8,3.43,267.8,54000,97.6
2023-07-19,Jacksonville,5.33,72.5,77.0,2.84,267.67,54000,99.2
2023-07-20,Jacksonville,5.38,72.4,77.3,3.95,268.64,54000,100.7
2023-07-21,Jacksonville,5.3,72.6,77.2,2.87,267.57,54000,99.0
2023-07-22,Jacksonville,5.25,72.5,77.5,3.04,268.61,54000,102.8
2023-07-23,Jacksonville,5.21,72.2,77.6,3.92,267.42,54000,103.3
2023-07-24,Jacksonville,5.3,72.4,77.4,4.13,267.75,54000,100.9
2023-07-25,Jacksonville,5.31,72.1,76.9,3.07,268.06,54000,101.5
2023-07-26,Jacksonville,5.28,71.3,77.2,3.46,268.94,54000,96.7
2023-07-27,Jacksonville,5.34,70.7,76.9,3.44,270.5,54000,100.3
2023-07-28,Jacksonville,5.33,70.3,76.6,3.24,268.41,54000,97.8
2023-07-29,Jacksonville,5.34,70.4,76.4,3.62,268.23,54000,101.8
2023-07-30,Jacksonville,5.31,70.3,76.4,3.36,268.72,54000,95.9
2023-07-31,Jacksonville,5.28,69.8,76.4,3.34,268.46,54000,101.3
2023-08-01,Jacksonville,5.2,69.6,76.1,3.71,269.05,54000,100.4
2023-08-02,Jacksonville,5.19,69.9,75.7,3.4,269.97,54000,98.6
2023-08-03,Jacksonville,5.18,70.1,76.1,3.72,268.96,54000,99.2
2023-08-04,Jacksonville,5.18,69.6,76.4,3.28,269.27,54000,100.2
2023-08-05,Jacksonville,5.1,69.8,76.1,4.04,269.7,54000,97.4
2023-08-06,Jacksonville,5.06,70.1,75.6,3.67,267.59,54000,101.9
2023-08-07,Jacksonville,4.94,70.1,75.6,3.62,270.08,54000,98.1
2023-08-08,Jacksonville,4.92,70.3,74.7,4.15,270.84,54000,103.7
2023-08-09,Jacksonville,4.93,70.5,74.5,3.14,268.11,54000,98.7
2023-08-10,Jacksonville,4.92,70.2,74.9,3.32,269.55,54000,100.4
2023-08-11,Jacksonville,4.94,70.6,75.5,3.48,270.75,54000,98.3
2023-08-12,Jacksonville,4.89,70.1,75.9,3.41,269.15,54000,96.8
2023-08-13,Jacksonville,4.88,69.8,75.7,3.54,269.97,54000,102.4
2023-08-14,Jacksonville,4.85,69.8,76.2,3.62,268.92,54000,98.8
2023-08-15,Jacksonville,4.79,69.8,76.3,3.37,268.39,54000,99.5
2023-08-16,Jacksonville,4.74,69.5,76.7,3.45,269.3,54000,98.5
2023-08-17,Jacksonville,4.74,69.1,76.8,3.33,269.14,54000,99.5
2023-08-18,Jacksonville,4.81,69.2,76.5,3.57,269.69,54000,96.0
2023-08-19,Jacksonville,4.74,68.9,76.7,3.54,267.87,54000,98.2
2023-08-20,Jacksonville,4.77,68.9,76.6,3.27,270.65,54000,99.0
2023-08-21,Jacksonville,4.83,68.8,76.9,3.33,269.34,54000,102.2
2023-08-22,Jacksonville,4.85,68.6,77.3,3.56,269.36,54000,102.2
2023-08-23,Jacksonville,4.89,68.9,76.7,3.55,271.08,54000,98.7
2023-08-24,Jacksonville,4.88,68.9,76.3,3.38,269.77,54000,98.1
2023-08-25,Jacksonville,4.81,69.1,76.1,3.6,269.18,54000,98.6
2023-08-26,Jacksonville,4.9,69.2,75.8,2.97,268.86,54000,99.7
2023-08-27,Jacksonville,5.0,69.1,75.7,3.65,269.14,54000,96.7
2023-08-28,Jacksonville,5.0,69.3,76.0,3.87,269.15,54000,100.8
2023-08-29,Jacksonville,5.0,69.0,76.2,3.15,268.14,54000,97.1
2023-08-30,Jacksonville,4.99,68.4,76.0,2.97,269.58,54000,98.2
2023-08-31,Jacksonville,4.97,68.1,76.0,3.64,268.46,54000,101.4
2023-09-01,Jacksonville,5.04,68.0,76.4,3.16,270.81,54000,98.9
2023-09-02,Jacksonville,5.04,67.9,76.1,3.45,268.83,54000,98.3
2023-09-03,Jacksonville,5.05,68.2,76.1,3.78,269.17,54000,98.3
2023-09-04,Jacksonville,5.09,68.0,76.8,3.89,268.9,54000,102.3
2023-09-05,Jacksonville,5.09,68.6,76.7,3.37,270.87,54000,100.9
2023-09-06,Jacksonville,5.02,68.5,76.8,3.49,271.44,54000,98.9
2023-09-07,Jacksonville,5.02,69.0,77.1,3.21,270.06,54000,99.0
2023-09-08,Jacksonville,4.98,69.1,77.6,3.54,269.21,54000,102.1
2023-09-09,Jacksonville,4.94,69.6,78.5,3.73,268.8,54000,98.8
2023-09-10,Jacksonville,4.99,69.7,78.1,3.19,268.73,54000,100.6
2023-09-11,Jacksonville,5.09,69.8,77.8,3.15,267.93,54000,98.5
2023-09-12,Jacksonville,5.07,69.5,78.2,3.25,268.62,54000,100.8
2023-09-13,Jacksonville,5.02,69.4,78.3,3.46,269.02,54000,100.3
2023-09-14,Jacksonville,5.09,69.2,78.4,3.11,269.86,54000,99.8
2023-09-15,Jacksonville,5.16,69.5,78.5,3.31,268.68,54000,102.2
2023-09-16,Jacksonville,5.17,69.4,79.1,3.77,269.31,54000,97.8
2023-09-17,Jacksonville,5.21,69.1,79.4,3.69,269.12,54000,97.2
2023-09-18,Jacksonville,5.19,69.3,79.7,3.15,269.09,54000,97.6
2023-09-19,Jacksonville,5.12,69.6,79.7,4.04,268.02,54000,103.0
2023-09-20,Jacksonville,5.17,69.8,79.3,3.59,269.58,54000,101.0
2023-09-21,Jacksonville,5.24,70.2,79.7,3.67,270.93,54000,97.4
2023-09-22,Jacksonville,5.24,70.0,79.5,3.24,270.43,54000,101.8
2023-09-23,Jacksonville,5.24,69.7,79.1,3.79,269.03,54000,99.6
2023-09-24,Jacksonville,5.29,69.3,78.7,3.64,268.83,54000,98.5
2023-09-25,Jacksonville,5.32,69.3,79.3,3.41,269.65,54000,102.8
2023-09-26,Jacksonville,5.31,69.2,79.6,3.58,268.51,54000,100.5
2023-09-27,Jacksonville,5.33,69.0,80.0,3.57,270.64,54000,101.6
2023-09-28,Jacksonville,5.36,69.1,79.2,3.31,269.17,54000,99.2
2023-09-29,Jacksonville,5.26,68.9,79.6,3.67,268.72,54000,100.2
2023-09-30,Jacksonville,5.23,68.8,79.4,3.54,268.12,54000,101.6
2023-10-01,Jacksonville,5.27,69.6,79.4,3.64,268.2,54000,98.2
2023-10-02,Jacksonville,5.15,69.3,79.1,2.78,270.69,54000,100.2
2023-10-03,Jacksonville,5.14,69.1,79.2,3.27,271.77,54000,97.1
2023-10-04,Jacksonville,5.07,69.3,79.7,3.38,267.98,54000,99.4
2023-10-05,Jacksonville,5.11,69.3,79.7,3.59,269.74,54000,99.4
2023-10-06,Jacksonville,5.08,69.5,80.1,3.68,270.23,54000,99.0
2023-10-07,Jacksonville,5.1,69.3,79.7,3.48,270.22,54000,101.1
2023-10-08,Jacksonville,5.11,69.1,80.3,3.78,271.04,54000,101.6
2023-10-09,Jacksonville,5.28,69.1,80.8,3.11,271.5,54000,101.6
2023-10-10,Jacksonville,5.32,69.5,81.4,3.22,271.99,54000,95.5
2023-10-11,Jacksonville,5.26,69.7,80.6,3.58,270.21,54000,98.1
2023-10-12,Jacksonville,5.18,69.1,80.7,3.75,269.57,54000,100.8
2023-10-13,Jacksonville,5.22,68.6,80.5,3.36,271.32,54000,96.8
2023-10-14,Jacksonville,5.23,68.9,81.0,3.57,269.92,54000,101.0
2023-10-15,Jacksonville,5.26,69.0,81.5,4.2,269.65,54000,101.3
2023-10-16,Jacksonville,5.2,69.0,80.7,3.75,269.88,54000,100.2
2023-10-17,Jacksonville,5.19,68.9,81.1,3.95,268.38,54000,101.1
2023-10-18,Jacksonville,5.18,68.5,81.1,3.6,272.03,54000,102.5
2023-10-19,Jacksonville,5.14,68.2,81.1,3.37,270.42,54000,99.3
2023-10-20,Jacksonville,5.18,68.4,81.0,3.37,270.48,54000,101.8
2023-10-21,Jacksonville,5.22,68.5,81.5,3.86,270.16,54000,98.8
2023-10-22,Jacksonville,5.21,68.0,81.2,3.6,268.87,54000,102.8
2023-10-23,Jacksonville,5.23,68.3,81.3,3.36,269.49,54000,101.1
2023-10-24,Jacksonville,5.2,68.9,81.0,3.45,269.38,54000,99.1
2023-10-25,Jacksonville,5.18,68.9,81.4,3.43,269.3,54000,98.4
2023-10-26,Jacksonville,5.17,68.8,81.2,3.19,270.18,54000,99.9
2023-10-27,Jacksonville,5.2,68.8,81.0,3.5,270.79,54000,99.6
2023-10-28,Jacksonville,5.27,69.3,80.9,3.35,269.28,54000,101.8
2023-10-29,Jacksonville,5.26,69.0,81.3,3.95,270.29,54000,102.4
2023-10-30,Jacksonville,5.3,68.7,81.4,3.72,268.57,54000,99.9
2023-10-31,Jacksonville,5.29,68.2,81.6,3.56,269.32,54000,99.4
2023-11-01,Jacksonville,5.31,67.5,81.9,3.54,268.62,54000,101.2
2023-11-02,Jacksonville,5.33,67.2,82.0,3.57,270.85,54000,100.2
2023-11-03,Jacksonville,5.38,67.2,82.9,3.57,268.69,54000,99.9
2023-11-04,Jacksonville,5.38,67.3,82.6,3.32,270.08,54000,99.9
2023-11-05,Jacksonville,5.42,66.8,82.5,3.39,270.94,54000,98.3
2023-11-06,Jacksonville,5.49,66.5,82.0,4.19,271.13,54000,98.5
2023-11-07,Jacksonville,5.52,66.6,82.9,3.72,271.63,54000,99.2
2023-11-08,Jacksonville,5.53,66.8,82.5,3.71,268.34,54000,101.2
2023-11-09,Jacksonville,5.52,67.1,82.7,3.41,269.97,54000,95.9
2023-11-10,Jacksonville,5.55,67.0,82.8,3.63,270.6,54000,99.0
2023-11-11,Jacksonville,5.64,67.0,82.6,3.33,272.0,54000,100.4
2023-11-12,Jacksonville,5.65,66.5,82.4,3.08,269.34,54000,99.1
2023-11-13,Jacksonville,5.61,66.8,82.2,3.68,270.78,54000,97.5
2023-11-14,Jacksonville,5.61,66.9,82.6,3.83,268.09,54000,100.6
2023-11-15,Jacksonville,5.61,66.4,83.1,3.62,269.73,54000,100.2
2023-11-16,Jacksonville,5.63,66.0,83.1,3.41,270.19,54000,100.9
