date,city,temperature_f,precipitation_in,storm_event,snow_event,heat_wave,wind_speed_mph,humidity_pct,feels_like_f
2023-01-28,Jacksonville,62.0,0.31,0,0,0,6.2,70.8,62.7
2023-01-29,Jacksonville,59.8,0.18,0,0,0,2.5,35.2,58.8
2023-01-30,Jacksonville,58.5,0.06,0,0,0,6.3,85.0,64.4
2023-01-31,Jacksonville,56.1,0.03,0,0,0,8.9,74.8,60.1
2023-02-01,Jacksonville,59.2,0.28,0,0,0,12.1,63.3,62.7
2023-02-02,Jacksonville,67.5,0.05,0,0,0,0.9,78.7,68.3
2023-02-03,Jacksonville,57.9,0.07,0,0,0,6.2,43.9,58.2
2023-02-04,Jacksonville,62.7,0.04,0,0,0,10.3,83.3,63.0
2023-02-05,Jacksonville,62.8,0.16,0,0,0,14.3,46.5,58.3
2023-02-06,Jacksonville,59.4,0.08,0,0,0,9.0,48.0,68.8
2023-02-07,Jacksonville,59.5,0.02,0,0,0,21.5,48.7,55.2
2023-02-08,Jacksonville,46.4,0.16,0,0,0,11.9,48.3,46.7
2023-02-09,Jacksonville,68.3,0.21,0,0,0,9.1,65.1,72.0
2023-02-10,Jacksonville,63.2,0.08,0,0,0,11.3,56.9,55.8
2023-02-11,Jacksonville,57.3,0.09,0,0,0,8.3,61.4,58.9
2023-02-12,Jacksonville,48.0,0.24,0,0,0,12.8,60.0,44.8
2023-02-13,Jacksonville,60.6,0.73,0,0,0,11.9,50.5,58.3
2023-02-14,Jacksonville,66.8,0.26,0,0,0,10.0,62.3,64.1
2023-02-15,Jacksonville,54.6,0.01,0,0,0,4.2,79.0,54.6
2023-02-16,Jacksonville,57.9,0.2,0,0,0,2.1,31.7,61.0
2023-02-17,Jacksonville,56.1,0.01,0,0,0,15.8,83.1,54.1
2023-02-18,Jacksonville,63.5,0.47,0,0,0,3.7,37.6,57.1
2023-02-19,Jacksonville,57.0,0.13,0,0,0,13.1,51.7,60.0
2023-02-20,Jacksonville,52.4,0.13,0,0,0,4.7,48.6,50.1
2023-02-21,Jacksonville,51.1,0.13,0,0,0,17.7,33.1,51.0
2023-02-22,Jacksonville,61.2,0.14,0,0,0,8.1,61.4,61.3
2023-02-23,Jacksonville,62.1,0.01,0,0,0,5.7,34.8,58.7
2023-02-24,Jacksonville,58.4,0.85,1,0,0,16.6,38.4,65.7
2023-02-25,Jacksonville,60.3,0.0,0,0,0,19.4,64.3,58.5
2023-02-26,Jacksonville,55.5,0.22,0,0,0,10.9,54.3,58.5
2023-02-27,Jacksonville,59.1,0.02,0,0,0,10.7,84.5,61.6
2023-02-28,Jacksonville,59.1,0.08,0,0,0,9.9,52.9,61.4
2023-03-01,Jacksonville,72.2,0.05,0,0,0,6.6,65.1,73.3
2023-03-02,Jacksonville,59.2,0.17,0,0,0,10.6,73.2,59.3
2023-03-03,Jacksonville,68.0,0.14,0,0,0,6.0,38.2,71.4
2023-03-04,Jacksonville,61.7,0.16,0,0,0,10.5,40.2,62.2
2023-03-05,Jacksonville,60.8,0.07,0,0,0,2.3,34.2,57.8
2023-03-06,Jacksonville,65.7,0.05,0,0,0,17.1,31.6,66.0
2023-03-07,Jacksonville,61.7,0.08,0,0,0,13.0,30.5,67.6
2023-03-08,Jacksonville,67.5,0.14,0,0,0,10.7,41.2,71.6
2023-03-09,Jacksonville,63.6,0.07,0,0,0,9.1,72.0,63.6
2023-03-10,Jacksonville,57.6,0.08,0,0,0,7.6,82.5,55.1
2023-03-11,Jacksonville,64.3,0.09,0,0,0,7.1,38.2,63.9
2023-03-12,Jacksonville,67.1,0.16,0,0,0,17.9,62.7,63.6
2023-03-13,Jacksonville,58.2,0.16,0,0,0,11.8,41.6,62.2
2023-03-14,Jacksonville,62.1,0.21,0,0,0,17.1,45.3,62.3
2023-03-15,Jacksonville,60.8,0.16,0,0,0,10.3,35.5,60.0
2023-03-16,Jacksonville,70.4,0.0,0,0,0,7.3,53.1,74.5
2023-03-17,Jacksonville,61.4,0.17,0,0,0,15.0,75.4,65.0
2023-03-18,Jacksonville,56.0,0.01,0,0,0,9.1,57.5,49.7
2023-03-19,Jacksonville,65.5,0.03,0,0,0,5.1,37.1,66.9
2023-03-20,Jacksonville,66.2,0.14,0,0,0,7.7,51.2,64.5
2023-03-21,Jacksonville,62.7,0.04,0,0,0,11.3,57.5,62.5
2023-03-22,Jacksonville,68.8,0.13,0,0,0,12.8,76.7,72.9
2023-03-23,Jacksonville,61.6,0.2,0,0,0,8.6,75.5,64.3
2023-03-24,Jacksonville,65.6,0.07,0,0,0,14.6,70.0,60.8
2023-03-25,Jacksonville,65.1,0.11,0,0,0,9.9,43.0,64.2
2023-03-26,Jacksonville,63.6,0.21,0,0,0,6.8,56.2,57.6
2023-03-27,Jacksonville,60.5,0.01,0,0,0,8.9,46.3,61.2
2023-03-28,Jacksonville,76.9,0.08,0,0,0,11.8,38.4,78.8
2023-03-29,Jacksonville,66.2,0.09,0,0,0,0.1,51.9,56.8
2023-03-30,Jacksonville,59.0,0.11,0,0,0,0.7,39.9,55.6
2023-03-31,Jacksonville,62.6,0.28,0,0,0,10.0,59.6,62.7
2023-04-01,Jacksonville,74.4,0.12,0,0,0,3.7,73.9,76.4
2023-04-02,Jacksonville,62.5,0.07,0,0,0,11.6,72.0,64.4
2023-04-03,Jacksonville,70.5,0.01,0,0,0,0.1,65.6,70.3
2023-04-04,Jacksonville,64.5,0.05,0,0,0,12.0,44.6,61.2
2023-04-05,Jacksonville,69.1,0.19,0,0,0,10.4,55.2,72.2
2023-04-06,Jacksonville,63.6,0.25,0,0,0,6.2,33.0,58.1
2023-04-07,Jacksonville,65.4,0.06,0,0,0,22.8,60.1,69.4
2023-04-08,Jacksonville,66.5,0.2,0,0,0,12.0,47.0,67.4
2023-04-09,Jacksonville,63.2,0.09,0,0,0,9.5,36.9,70.0
2023-04-10,Jacksonville,61.5,0.02,0,0,0,0.3,59.3,60.1
2023-04-11,Jacksonville,69.7,0.04,0,0,0,6.3,50.0,66.6
2023-04-12,Jacksonville,62.5,0.22,0,0,0,18.8,30.4,65.9
2023-04-13,Jacksonville,69.5,0.23,0,0,0,7.6,59.6,66.4
2023-04-14,Jacksonville,61.7,0.02,0,0,0,15.3,38.6,57.2
2023-04-15,Jacksonville,71.5,0.18,0,0,0,8.4,53.8,72.1
2023-04-16,Jacksonville,69.2,0.01,0,0,0,7.5,31.3,76.0
2023-04-17,Jacksonville,70.6,0.19,0,0,0,17.4,69.8,72.0
2023-04-18,Jacksonville,64.4,0.05,0,0,0,7.4,42.0,65.4
2023-04-19,Jacksonville,67.0,0.01,0,0,0,0.1,44.2,69.1
2023-04-20,Jacksonville,69.1,0.04,0,0,0,12.7,70.6,67.4
2023-04-21,Jacksonville,76.2,0.08,0,0,0,11.1,69.9,73.2
2023-04-22,Jacksonville,65.8,0.14,0,0,0,22.3,54.4,64.1
2023-04-23,Jacksonville,78.0,0.23,0,0,0,12.2,45.9,78.7
2023-04-24,Jacksonville,75.4,0.07,0,0,0,11.6,45.8,70.7
2023-04-25,Jacksonville,72.1,0.21,0,0,0,4.1,39.1,68.8
2023-04-26,Jacksonville,64.9,0.05,0,0,0,5.1,32.1,64.6
2023-04-27,Jacksonville,67.3,0.12,0,0,0,7.9,61.4,72.8
2023-04-28,Jacksonville,70.9,0.4,0,0,0,11.5,32.7,70.9
2023-04-29,Jacksonville,65.8,0.02,0,0,0,16.5,57.4,65.1
2023-04-30,Jacksonville,53.0,0.44,0,0,0,6.7,55.3,55.7
2023-05-01,Jacksonville,63.1,0.01,0,0,0,12.6,54.1,59.2
2023-05-02,Jacksonville,77.9,0.09,0,0,0,14.9,74.7,80.8
2023-05-03,Jacksonville,75.5,0.04,0,0,0,14.4,66.3,74.2
2023-05-04,Jacksonville,71.8,0.12,0,0,0,11.7,47.6,72.9
2023-05-05,Jacksonville,80.3,0.05,0,0,0,18.3,47.7,81.1
2023-05-06,Jacksonville,76.8,0.05,0,0,0,5.0,49.1,78.7
2023-05-07,Jacksonville,77.1,0.51,0,0,0,16.7,35.6,78.6
2023-05-08,Jacksonville,69.8,0.15,0,0,0,7.3,49.8,66.5
2023-05-09,Jacksonville,76.2,0.04,0,0,0,12.4,78.2,72.0
2023-05-10,Jacksonville,81.2,0.31,0,0,0,8.9,84.2,76.6
2023-05-11,Jacksonville,70.3,0.27,0,0,0,10.1,75.8,66.8
2023-05-12,Jacksonville,70.1,0.27,0,0,0,11.0,73.4,71.0
2023-05-13,Jacksonville,71.0,0.24,0,0,0,8.9,62.2,69.8
2023-05-14,Jacksonville,69.2,0.15,0,0,0,11.2,71.8,69.9
2023-05-15,Jacksonville,63.9,0.04,0,0,0,2.5,48.4,63.9
2023-05-16,Jacksonville,75.4,0.05,0,0,0,13.1,54.4,78.4
2023-05-17,Jacksonville,66.4,0.03,0,0,0,11.7,79.6,69.6
2023-05-18,Jacksonville,72.8,0.04,0,0,0,17.1,39.1,71.5
2023-05-19,Jacksonville,74.2,0.01,0,0,0,7.8,31.8,71.3
2023-05-20,Jacksonville,76.5,0.07,0,0,0,1.3,64.5,70.6
2023-05-21,Jacksonville,76.3,0.25,0,0,0,9.2,83.7,79.9
2023-05-22,Jacksonville,67.8,0.26,0,0,0,14.0,77.5,68.7
2023-05-23,Jacksonville,73.6,0.09,0,0,0,5.7,77.7,74.8
2023-05-24,Jacksonville,79.2,0.06,0,0,0,13.4,76.1,80.6
2023-05-25,Jacksonville,81.2,0.22,0,0,0,15.1,55.2,79.0
2023-05-26,Jacksonville,80.3,0.12,0,0,0,2.6,75.7,81.2
2023-05-27,Jacksonville,70.6,0.0,0,0,0,13.7,42.1,70.9
2023-05-28,Jacksonville,74.5,0.01,0,0,0,3.9,78.2,82.1
2023-05-29,Jacksonville,81.8,0.06,0,0,0,12.7,55.2,82.0
2023-05-30,Jacksonville,83.3,0.35,0,0,0,18.5,46.8,78.2
2023-05-31,Jacksonville,79.0,0.19,0,0,0,16.7,49.9,76.7
2023-06-01,Jacksonville,64.3,0.2,0,0,0,12.2,42.7,65.0
2023-06-02,Jacksonville,75.0,0.09,0,0,0,10.1,64.8,74.9
2023-06-03,Jacksonville,69.7,0.14,0,0,0,13.9,47.3,65.3
2023-06-04,Jacksonville,77.8,0.03,0,0,0,13.6,63.1,75.1
2023-06-05,Jacksonville,80.9,0.25,0,0,0,17.9,49.6,82.8
2023-06-06,Jacksonville,80.0,0.04,0,0,0,14.7,77.2,79.6
2023-06-07,Jacksonville,78.2,0.12,0,0,0,5.2,50.9,74.6
2023-06-08,Jacksonville,78.3,0.2,0,0,0,4.7,74.9,76.2
2023-06-09,Jacksonville,78.4,0.26,0,0,0,14.1,40.7,78.8
2023-06-10,Jacksonville,75.0,0.11,0,0,0,7.9,33.7,74.4
2023-06-11,Jacksonville,81.9,0.1,0,0,0,7.1,44.5,84.1
2023-06-12,Jacksonville,71.9,0.12,0,0,0,4.2,35.1,71.3
2023-06-13,Jacksonville,77.8,0.03,0,0,0,7.0,84.9,79.2
2023-06-14,Jacksonville,80.9,0.14,0,0,0,13.3,74.2,82.4
2023-06-15,Jacksonville,84.9,0.12,0,0,0,10.9,40.4,77.5
2023-06-16,Jacksonville,79.7,0.01,0,0,0,11.0,55.9,81.1
2023-06-17,Jacksonville,79.3,0.18,0,0,0,9.6,54.3,80.6
2023-06-18,Jacksonville,80.9,0.17,0,0,0,13.6,40.3,80.8
2023-06-19,Jacksonville,71.8,0.09,0,0,0,17.1,52.9,77.2
2023-06-20,Jacksonville,79.8,0.18,0,0,0,5.4,74.8,78.2
2023-06-21,Jacksonville,75.4,0.27,0,0,0,2.3,33.4,77.6
2023-06-22,Jacksonville,72.5,0.12,0,0,0,11.9,30.1,69.2
2023-06-23,Jacksonville,84.1,0.12,0,0,0,24.6,67.0,81.4
2023-06-24,Jacksonville,74.9,0.19,0,0,0,9.7,65.9,72.2
2023-06-25,Jacksonville,75.2,0.03,0,0,0,9.9,40.1,80.6
2023-06-26,Jacksonville,78.5,0.05,0,0,0,10.5,57.6,81.1
2023-06-27,Jacksonville,85.1,0.01,0,0,0,10.5,57.2,89.0
2023-06-28,Jacksonville,81.1,0.06,0,0,0,10.2,84.9,77.9
2023-06-29,Jacksonville,89.6,0.16,0,0,0,14.0,83.5,93.2
2023-06-30,Jacksonville,77.6,0.04,0,0,0,6.0,30.5,79.3
2023-07-01,Jacksonville,77.7,0.01,0,0,0,13.1,42.4,75.1
2023-07-02,Jacksonville,71.4,0.06,0,0,0,18.3,61.8,73.6
2023-07-03,Jacksonville,77.3,0.16,0,0,0,3.6,45.2,73.6
2023-07-04,Jacksonville,73.3,0.04,0,0,0,14.8,52.1,75.1
2023-07-05,Jacksonville,77.9,0.04,0,0,0,0.3,51.8,75.5
2023-07-06,Jacksonville,81.7,0.08,0,0,0,5.6,84.3,85.3
2023-07-07,Jacksonville,74.6,0.14,0,0,0,18.0,76.2,72.4
2023-07-08,Jacksonville,92.0,0.23,0,0,0,6.7,74.4,93.4
2023-07-09,Jacksonville,82.9,0.18,0,0,0,4.9,64.3,91.2
2023-07-10,Jacksonville,82.5,0.2,0,0,0,11.5,74.1,76.1
2023-07-11,Jacksonville,68.2,0.3,0,0,0,8.1,77.9,67.8
2023-07-12,Jacksonville,74.1,0.15,0,0,0,13.6,35.7,74.1
2023-07-13,Jacksonville,78.8,0.15,0,0,0,12.2,45.6,74.7
2023-07-14,Jacksonville,84.5,0.03,0,0,0,12.2,71.4,89.7
2023-07-15,Jacksonville,76.4,0.12,0,0,0,14.5,59.8,74.2
2023-07-16,Jacksonville,77.5,0.03,0,0,0,7.2,53.8,73.7
2023-07-17,Jacksonville,83.9,0.47,0,0,0,1.6,36.9,81.3
2023-07-18,Jacksonville,79.7,0.21,0,0,0,7.6,40.1,78.4
2023-07-19,Jacksonville,83.5,0.04,0,0,0,4.2,69.5,83.3
2023-07-20,Jacksonville,79.2,0.02,0,0,0,17.0,81.5,84.2
2023-07-21,Jacksonville,72.3,0.02,0,0,0,9.8,57.6,73.6
2023-07-22,Jacksonville,77.8,0.06,0,0,0,2.7,72.4,78.1
2023-07-23,Jacksonville,81.4,0.13,0,0,0,12.8,54.8,79.8
2023-07-24,Jacksonville,80.1,0.11,0,0,0,15.4,31.1,76.2
2023-07-25,Jacksonville,72.4,0.37,0,0,0,12.8,61.9,72.0
2023-07-26,Jacksonville,80.9,0.06,0,0,0,17.5,60.4,78.2
2023-07-27,Jacksonville,76.8,0.07,0,0,0,6.5,60.0,75.1
2023-07-28,Jacksonville,78.2,0.01,0,0,0,10.1,32.5,76.6
2023-07-29,Jacksonville,72.0,0.06,0,0,0,1.0,67.5,68.5
2023-07-30,Jacksonville,75.1,0.4,0,0,0,10.3,44.2,76.3
2023-07-31,Jacksonville,84.6,0.2,0,0,0,13.8,81.3,85.2
2023-08-01,Jacksonville,78.7,0.26,0,0,0,14.4,60.5,75.6
2023-08-02,Jacksonville,74.5,0.47,0,0,0,6.8,46.8,71.6
2023-08-03,Jacksonville,66.7,0.15,0,0,0,3.6,55.1,67.3
2023-08-04,Jacksonville,84.5,0.04,0,0,0,12.6,71.2,82.4
2023-08-05,Jacksonville,80.7,0.23,0,0,0,19.6,50.1,80.1
2023-08-06,Jacksonville,81.4,0.37,0,0,0,9.5,67.5,81.3
2023-08-07,Jacksonville,69.1,0.12,0,0,0,2.3,70.8,67.6
2023-08-08,Jacksonville,79.0,0.1,0,0,0,6.3,54.8,78.8
2023-08-09,Jacksonville,71.4,0.17,0,0,0,6.8,56.6,66.1
2023-08-10,Jacksonville,78.0,0.02,0,0,0,7.8,43.3,72.5
2023-08-11,Jacksonville,74.9,0.0,0,0,0,7.5,47.5,78.2
2023-08-12,Jacksonville,77.7,0.36,0,0,0,17.0,71.0,78.9
2023-08-13,Jacksonville,86.7,0.06,0,0,0,8.2,51.3,88.9
2023-08-14,Jacksonville,75.7,0.02,0,0,0,5.2,82.5,80.5
2023-08-15,Jacksonville,71.4,0.09,0,0,0,6.9,30.6,65.2
2023-08-16,Jacksonville,90.3,0.0,0,0,0,8.6,32.4,92.0
2023-08-17,Jacksonville,80.1,0.04,0,0,0,10.3,40.2,79.1
2023-08-18,Jacksonville,83.2,0.06,0,0,0,5.2,83.8,80.7
2023-08-19,Jacksonville,75.6,0.04,0,0,0,16.1,39.5,72.3
2023-08-20,Jacksonville,84.1,0.05,0,0,0,8.1,47.3,86.2
2023-08-21,Jacksonville,71.4,0.09,0,0,0,12.3,76.4,72.1
2023-08-22,Jacksonville,82.8,0.15,0,0,0,13.7,50.8,76.9
2023-08-23,Jacksonville,78.7,0.43,0,0,0,1.0,66.2,73.6
2023-08-24,Jacksonville,73.8,0.17,0,0,0,10.1,54.5,75.3
2023-08-25,Jacksonville,74.9,0.37,0,0,0,4.3,60.3,76.7
2023-08-26,Jacksonville,71.8,0.07,0,0,0,3.9,66.8,73.3
2023-08-27,Jacksonville,79.3,0.02,0,0,0,8.0,72.0,73.4
2023-08-28,Jacksonville,86.8,0.01,0,0,0,2.9,49.7,84.6
2023-08-29,Jacksonville,69.4,0.25,0,0,0,8.3,65.1,69.2
2023-08-30,Jacksonville,72.8,0.05,0,0,0,14.3,48.9,74.7
2023-08-31,Jacksonville,73.3,0.17,0,0,0,12.3,57.2,77.7
2023-09-01,Jacksonville,88.6,0.06,0,0,0,17.7,48.5,91.9
2023-09-02,Jacksonville,79.2,0.11,0,0,0,11.2,30.2,83.4
2023-09-03,Jacksonville,78.0,0.22,0,0,0,6.2,71.1,78.3
2023-09-04,Jacksonville,77.0,0.1,0,0,0,4.4,46.0,76.0
2023-09-05,Jacksonville,74.1,0.02,0,0,0,23.2,68.7,79.6
2023-09-06,Jacksonville,76.0,0.04,0,0,0,19.2,55.8,74.6
2023-09-07,Jacksonville,69.5,0.02,0,0,0,16.7,44.9,68.8
2023-09-08,Jacksonville,78.0,0.11,0,0,0,7.2,58.9,76.8
2023-09-09,Jacksonville,70.7,0.1,0,0,0,9.3,73.1,68.9
2023-09-10,Jacksonville,78.3,0.04,0,0,0,13.2,50.6,73.4
2023-09-11,Jacksonville,78.7,0.07,0,0,0,12.6,50.8,82.2
2023-09-12,Jacksonville,74.5,0.48,0,0,0,16.6,52.6,71.8
2023-09-13,Jacksonville,71.2,0.09,0,0,0,14.3,70.1,72.0
2023-09-14,Jacksonville,68.4,0.1,0,0,0,4.5,83.5,68.1
2023-09-15,Jacksonville,71.7,0.01,0,0,0,11.2,73.8,76.5
2023-09-16,Jacksonville,62.5,0.15,0,0,0,9.7,35.5,68.6
2023-09-17,Jacksonville,80.4,0.42,0,0,0,10.2,53.9,85.7
2023-09-18,Jacksonville,66.0,0.15,0,0,0,0.7,60.8,69.7
2023-09-19,Jacksonville,76.7,0.48,0,0,0,5.1,33.2,82.4
2023-09-20,Jacksonville,71.7,0.11,0,0,0,17.3,49.1,71.2
2023-09-21,Jacksonville,77.8,0.06,0,0,0,1.1,82.3,82.5
2023-09-22,Jacksonville,80.7,0.01,0,0,0,15.3,39.5,81.2
2023-09-23,Jacksonville,71.5,0.19,0,0,0,8.6,63.6,73.6
2023-09-24,Jacksonville,74.9,0.25,0,0,0,12.3,43.5,76.6
2023-09-25,Jacksonville,67.7,0.11,0,0,0,8.4,58.2,70.8
2023-09-26,Jacksonville,73.5,0.08,0,0,0,5.8,39.5,74.9
2023-09-27,Jacksonville,70.1,0.28,0,0,0,15.2,78.4,68.0
2023-09-28,Jacksonville,73.5,0.1,0,0,0,16.2,58.4,71.5
2023-09-29,Jacksonville,73.2,0.38,0,0,0,8.4,39.9,74.3
2023-09-30,Jacksonville,71.2,0.04,0,0,0,9.6,40.9,74.7
2023-10-01,Jacksonville,63.1,0.0,0,0,0,13.4,80.8,57.8
2023-10-02,Jacksonville,64.0,0.05,0,0,0,15.1,47.7,66.9
2023-10-03,Jacksonville,68.8,0.2,0,0,0,3.6,37.1,69.8
2023-10-04,Jacksonville,68.9,0.18,0,0,0,7.6,56.8,70.9
2023-10-05,Jacksonville,69.2,0.03,0,0,0,11.4,42.8,70.0
2023-10-06,Jacksonville,73.7,0.01,0,0,0,8.7,79.2,78.5
2023-10-07,Jacksonville,66.6,0.48,0,0,0,10.8,60.8,68.5
2023-10-08,Jacksonville,66.6,0.04,0,0,0,11.0,41.8,66.9
2023-10-09,Jacksonville,61.8,0.06,0,0,0,14.3,52.5,62.0
2023-10-10,Jacksonville,57.1,0.47,0,0,0,15.9,33.6,53.5
2023-10-11,Jacksonville,73.0,0.12,0,0,0,9.7,74.7,65.5
2023-10-12,Jacksonville,73.2,0.11,0,0,0,12.3,57.2,67.8
2023-10-13,Jacksonville,64.7,0.23,0,0,0,11.4,51.3,67.4
2023-10-14,Jacksonville,66.1,0.41,0,0,0,8.1,55.0,67.5
2023-10-15,Jacksonville,67.5,0.03,0,0,0,13.0,49.7,71.3
2023-10-16,Jacksonville,78.9,0.07,0,0,0,11.2,48.3,80.0
2023-10-17,Jacksonville,62.8,0.01,0,0,0,18.0,55.8,63.3
2023-10-18,Jacksonville,68.1,0.12,0,0,0,2.7,62.6,69.4
2023-10-19,Jacksonville,72.2,0.01,0,0,0,7.6,65.6,72.9
2023-10-20,Jacksonville,68.1,0.11,0,0,0,11.9,53.9,71.9
2023-10-21,Jacksonville,62.1,0.22,0,0,0,13.1,80.1,63.4
2023-10-22,Jacksonville,67.8,0.98,1,0,0,9.1,65.4,70.1
2023-10-23,Jacksonville,70.8,0.04,0,0,0,3.1,53.0,69.8
2023-10-24,Jacksonville,67.3,0.15,0,0,0,10.5,79.9,71.1
2023-10-25,Jacksonville,68.3,0.15,0,0,0,9.6,45.3,70.2
2023-10-26,Jacksonville,61.0,0.26,0,0,0,11.0,59.7,51.1
2023-10-27,Jacksonville,55.4,0.08,0,0,0,9.1,36.4,52.9
2023-10-28,Jacksonville,61.2,0.74,0,0,0,8.7,57.4,64.1
2023-10-29,Jacksonville,69.3,0.11,0,0,0,17.3,69.3,73.6
2023-10-30,Jacksonville,65.7,0.0,0,0,0,7.2,44.5,69.7
2023-10-31,Jacksonville,71.3,0.34,0,0,0,18.1,63.2,70.2
2023-11-01,Jacksonville,59.4,0.03,0,0,0,3.3,56.0,55.7
2023-11-02,Jacksonville,66.1,0.17,0,0,0,10.6,61.7,69.5
2023-11-03,Jacksonville,54.9,0.05,0,0,0,18.3,74.9,56.2
2023-11-04,Jacksonville,57.7,0.06,0,0,0,15.4,67.7,58.1
2023-11-05,Jacksonville,64.1,0.03,0,0,0,11.5,52.5,65.5
2023-11-06,Jacksonville,56.4,0.58,0,0,0,12.5,52.9,58.1
2023-11-07,Jacksonville,59.4,0.25,0,0,0,13.8,59.0,60.5
2023-11-08,Jacksonville,64.1,0.15,0,0,0,11.7,67.3,59.7
2023-11-09,Jacksonville,56.6,0.04,0,0,0,7.9,71.3,64.2
2023-11-10,Jacksonville,58.3,0.03,0,0,0,10.3,42.8,57.6
2023-11-11,Jacksonville,75.5,0.09,0,0,0,4.1,40.0,76.2
2023-11-12,Jacksonville,62.5,0.09,0,0,0,5.6,81.1,64.0
2023-11-13,Jacksonville,65.6,0.03,0,0,0,9.1,80.0,70.3
2023-11-14,Jacksonville,59.0,0.12,0,0,0,3.6,31.2,61.9
2023-11-15,Jacksonville,68.8,0.0,0,0,0,12.2,36.6,66.8
2023-11-16,Jacksonville,59.3,0.2,0,0,0,7.8,54.2,57.1
2023-11-17,Jacksonville,58.0,0.08,0,0,0,11.7,50.3,54.8
2023-11-18,Jacksonville,63.5,0.24,0,0,0,0.3,33.2,66.4
2023-11-19,Jacksonville,59.5,0.06,0,0,0,14.0,66.6,56.2
2023-11-20,Jacksonville,59.5,0.02,0,0,0,1.5,79.5,57.0
2023-11-21,Jacksonville,64.6,0.02,0,0,0,12.7,50.8,65.8
2023-11-22,Jacksonville,64.9,0.36,0,0,0,17.2,43.2,65.7
2023-11-23,Jacksonville,64.6,0.15,0,0,0,14.8,61.6,60.8
2023-11-24,Jacksonville,64.2,0.58,0,0,0,9.8,41.0,66.0
2023-11-25,Jacksonville,59.4,0.03,0,0,0,15.6,54.6,56.7
2023-11-26,Jacksonville,55.7,0.11,0,0,0,14.1,84.1,59.6
2023-11-27,Jacksonville,54.3,0.02,0,0,0,9.9,79.0,53.3
2023-11-28,Jacksonville,58.2,0.01,0,0,0,2.5,36.6,63.0
2023-11-29,Jacksonville,59.2,0.0,0,0,0,8.6,59.5,58.0
2023-11-30,Jacksonville,60.0,0.07,0,0,0,6.0,35.7,60.5
2023-12-01,Jacksonville,67.8,0.11,0,0,0,11.5,66.5,72.0
2023-12-02,Jacksonville,65.7,0.04,0,0,0,7.1,75.3,59.8
2023-12-03,Jacksonville,61.2,0.25,0,0,0,15.6,77.2,63.2
2023-12-04,Jacksonville,63.2,0.33,0,0,0,18.3,60.6,64.7
2023-12-05,Jacksonville,57.4,0.02,0,0,0,6.8,84.4,50.5
2023-12-06,Jacksonville,61.8,0.05,0,0,0,13.5,37.0,62.2
2023-12-07,Jacksonville,59.5,0.04,0,0,0,10.2,81.0,58.0
2023-12-08,Jacksonville,60.9,0.18,0,0,0,3.0,80.4,62.6
2023-12-09,Jacksonville,66.2,0.14,0,0,0,2.5,39.7,64.5
2023-12-10,Jacksonville,50.5,0.02,0,0,0,2.3,78.7,52.3
2023-12-11,Jacksonville,61.5,0.09,0,0,0,11.9,55.1,68.3
2023-12-12,Jacksonville,64.3,0.03,0,0,0,0.8,44.8,62.9
2023-12-13,Jacksonville,58.4,0.05,0,0,0,11.8,59.4,58.9
2023-12-14,Jacksonville,49.9,0.2,0,0,0,4.4,36.9,52.5
2023-12-15,Jacksonville,54.6,0.59,0,0,0,6.0,32.2,54.6
2023-12-16,Jacksonville,53.4,0.02,0,0,0,5.1,68.9,57.6
2023-12-17,Jacksonville,68.7,0.0,0,0,0,15.2,53.7,71.2
2023-12-18,Jacksonville,52.9,0.09,0,0,0,20.4,56.1,48.9
2023-12-19,Jacksonville,59.5,0.01,0,0,0,5.2,77.4,62.6
2023-12-20,Jacksonville,65.2,0.13,0,0,0,10.7,53.1,64.8
2023-12-21,Jacksonville,48.7,0.35,0,0,0,6.4,51.4,49.8
2023-12-22,Jacksonville,55.3,0.1,0,0,0,8.2,35.0,60.6
2023-12-23,Jacksonville,60.8,0.02,0,0,0,2.1,72.9,61.1
2023-12-24,Jacksonville,55.1,0.01,0,0,0,9.0,56.1,48.3
2023-12-25,Jacksonville,52.7,0.25,0,0,0,1.1,70.7,52.6
2023-12-26,Jacksonville,59.0,0.15,0,0,0,8.1,63.5,59.0
2023-12-27,Jacksonville,59.9,0.21,0,0,0,1.0,80.4,60.6
2023-12-28,Jacksonville,52.4,0.08,0,0,0,2.6,64.3,53.4
2023-12-29,Jacksonville,60.8,0.04,0,0,0,20.1,63.6,61.7
2023-12-30,Jacksonville,61.0,0.05,0,0,0,0.5,31.0,62.0
2023-12-31,Jacksonville,53.8,0.24,0,0,0,10.9,43.6,53.8
2022-01-01,San Diego,48.1,0.19,0,0,0,8.5,39.2,43.7
2022-01-02,San Diego,59.0,0.03,0,0,0,15.5,72.0,58.5
2022-01-03,San Diego,64.7,0.0,0,0,0,14.8,49.3,66.9
2022-01-04,San Diego,57.8,0.01,0,0,0,18.8,43.3,59.3
2022-01-05,San Diego,55.1,0.01,0,0,0,12.3,55.3,58.2
2022-01-06,San Diego,62.2,0.12,0,0,0,5.0,54.8,54.5
2022-01-07,San Diego,55.8,0.03,0,0,0,6.1,33.1,57.7
2022-01-08,San Diego,60.9,0.08,0,0,0,9.7,66.6,63.8
2022-01-09,San Diego,57.6,0.03,0,0,0,10.1,66.8,54.2
2022-01-10,San Diego,59.0,0.03,0,0,0,13.0,61.7,53.8
2022-01-11,San Diego,63.2,0.0,0,0,0,0.1,49.1,64.6
